year,State,PCE Category,PCE
2016,South Carolina,      Gasoline and other energy goods,1070
2016,South Carolina,    Household consumption expenditures (for services),20297
2016,South Carolina,      Housing and utilities,5666
2016,South Carolina,      Health care,5538
2016,South Dakota,      Clothing and footwear,1000
2016,South Dakota,      Gasoline and other energy goods,1480
2016,South Dakota,    Household consumption expenditures (for services),26077
2016,South Dakota,      Housing and utilities,5825
2016,South Dakota,      Health care,8445
2016,Tennessee,      Clothing and footwear,1027
2016,Tennessee,      Gasoline and other energy goods,842
2016,Tennessee,    Household consumption expenditures (for services),21354
2016,Tennessee,      Housing and utilities,5908
2016,Tennessee,      Health care,6154
2016,Texas,      Clothing and footwear,1224
2016,Texas,      Gasoline and other energy goods,916
2016,Texas,    Household consumption expenditures (for services),23144
2016,Texas,      Housing and utilities,5995
2016,Texas,      Health care,5838
2016,Utah,      Clothing and footwear,1002
2016,Utah,      Gasoline and other energy goods,869
2016,Utah,    Household consumption expenditures (for services),21930
2016,Utah,      Housing and utilities,6373
2016,Utah,      Health care,4877
2016,Vermont,      Clothing and footwear,845
2016,Vermont,      Gasoline and other energy goods,1374
2016,Vermont,    Household consumption expenditures (for services),28611
2016,Vermont,      Housing and utilities,8259
2016,Vermont,      Health care,8381
2016,Virginia,      Clothing and footwear,1156
2016,Virginia,      Gasoline and other energy goods,879
2016,Virginia,    Household consumption expenditures (for services),28901
2016,Virginia,      Housing and utilities,8615
2016,Virginia,      Health care,6238
2016,Washington,      Clothing and footwear,1039
2016,Washington,      Gasoline and other energy goods,694
2016,Washington,    Household consumption expenditures (for services),28447
2016,Washington,      Housing and utilities,8493
2016,Washington,      Health care,7172
2016,West Virginia,      Clothing and footwear,798
2016,West Virginia,      Gasoline and other energy goods,1019
2016,West Virginia,    Household consumption expenditures (for services),20081
2016,West Virginia,      Housing and utilities,4960
2016,West Virginia,      Health care,7585
2016,Wisconsin,      Clothing and footwear,967
2016,Wisconsin,      Gasoline and other energy goods,1044
2016,Wisconsin,    Household consumption expenditures (for services),25022
2016,Wisconsin,      Housing and utilities,6609
2016,Wisconsin,      Health care,7577
2016,Wyoming,      Clothing and footwear,816
2016,Wyoming,      Gasoline and other energy goods,1881
2016,Wyoming,    Household consumption expenditures (for services),25947
2016,Wyoming,      Housing and utilities,6821
2016,Wyoming,      Health care,6567
2017,United States,      Clothing and footwear,1169
2017,United States,      Gasoline and other energy goods,951
2017,United States,    Household consumption expenditures (for services),26929
2017,United States,      Housing and utilities,7568
2017,United States,      Health care,6918
2017,Alabama,      Clothing and footwear,976
2017,Alabama,      Gasoline and other energy goods,993
2017,Alabama,    Household consumption expenditures (for services),20378
2017,Alabama,      Housing and utilities,5444
2017,Alabama,      Health care,5827
2017,Alaska,      Clothing and footwear,931
2017,Alaska,      Gasoline and other energy goods,845
2017,Alaska,    Household consumption expenditures (for services),31592
2017,Alaska,      Housing and utilities,8574
2017,Alaska,      Health care,10162
2017,Arizona,      Clothing and footwear,1065
2017,Arizona,      Gasoline and other energy goods,889
2017,Arizona,    Household consumption expenditures (for services),22962
2017,Arizona,      Housing and utilities,6870
2017,Arizona,      Health care,5801
2017,Arkansas,      Clothing and footwear,1004
2017,Arkansas,      Gasoline and other energy goods,1167
2017,Arkansas,    Household consumption expenditures (for services),20184
2017,Arkansas,      Housing and utilities,5158
2017,Arkansas,      Health care,6054
2017,California,      Clothing and footwear,1388
2017,California,      Gasoline and other energy goods,826
2017,California,    Household consumption expenditures (for services),30599
2017,California,      Housing and utilities,9795
2017,California,      Health care,7250
2017,Colorado,      Clothing and footwear,1143
2017,Colorado,      Gasoline and other energy goods,910
2017,Colorado,    Household consumption expenditures (for services),28687
2017,Colorado,      Housing and utilities,8463
2017,Colorado,      Health care,6595
2017,Connecticut,      Clothing and footwear,1243
2017,Connecticut,      Gasoline and other energy goods,1013
2017,Connecticut,    Household consumption expenditures (for services),34333
2017,Connecticut,      Housing and utilities,10322
2017,Connecticut,      Health care,7731
2017,Delaware,      Clothing and footwear,1142
2017,Delaware,      Gasoline and other energy goods,1074
2017,Delaware,    Household consumption expenditures (for services),28286
2017,Delaware,      Housing and utilities,7828
2017,Delaware,      Health care,8451
2017,District of Columbia,      Clothing and footwear,1700
2017,District of Columbia,      Gasoline and other energy goods,631
2017,District of Columbia,    Household consumption expenditures (for services),45736
2017,District of Columbia,      Housing and utilities,11143
2017,District of Columbia,      Health care,10049
2017,Florida,      Clothing and footwear,1045
2017,Florida,      Gasoline and other energy goods,764
2017,Florida,    Household consumption expenditures (for services),26440
2017,Florida,      Housing and utilities,7519
2017,Florida,      Health care,6579
2017,Georgia,      Clothing and footwear,1105
2017,Georgia,      Gasoline and other energy goods,988
2017,Georgia,    Household consumption expenditures (for services),23105
2017,Georgia,      Housing and utilities,6317
2017,Georgia,      Health care,5799
2017,Hawaii,      Clothing and footwear,900
2017,Hawaii,      Gasoline and other energy goods,596
2017,Hawaii,    Household consumption expenditures (for services),29636
2017,Hawaii,      Housing and utilities,9948
2017,Hawaii,      Health care,6569
2017,Idaho,      Clothing and footwear,831
2017,Idaho,      Gasoline and other energy goods,1202
2017,Idaho,    Household consumption expenditures (for services),22183
2017,Idaho,      Housing and utilities,6405
2017,Idaho,      Health care,6171
2017,Illinois,      Clothing and footwear,1259
2017,Illinois,      Gasoline and other energy goods,809
2017,Illinois,    Household consumption expenditures (for services),28417
2017,Illinois,      Housing and utilities,7692
2017,Illinois,      Health care,6990
2017,Indiana,      Clothing and footwear,973
2017,Indiana,      Gasoline and other energy goods,1163
2017,Indiana,    Household consumption expenditures (for services),22994
2017,Indiana,      Housing and utilities,5913
2017,Indiana,      Health care,7519
2017,Iowa,      Clothing and footwear,910
2017,Iowa,      Gasoline and other energy goods,1404
2017,Iowa,    Household consumption expenditures (for services),23051
2017,Iowa,      Housing and utilities,6073
2017,Iowa,      Health care,6437
2017,Kansas,      Clothing and footwear,931
2017,Kansas,      Gasoline and other energy goods,977
2017,Kansas,    Household consumption expenditures (for services),23390
2017,Kansas,      Housing and utilities,6359
2017,Kansas,      Health care,6557
2017,Kentucky,      Clothing and footwear,867
2017,Kentucky,      Gasoline and other energy goods,1082
2017,Kentucky,    Household consumption expenditures (for services),20635
2017,Kentucky,      Housing and utilities,5472
2017,Kentucky,      Health care,6601
2017,Louisiana,      Clothing and footwear,1031
2017,Louisiana,      Gasoline and other energy goods,1080
2017,Louisiana,    Household consumption expenditures (for services),21634
2017,Louisiana,      Housing and utilities,5859
2017,Louisiana,      Health care,6479
2017,Maine,      Clothing and footwear,945
2017,Maine,      Gasoline and other energy goods,1704
2017,Maine,    Household consumption expenditures (for services),26533
2017,Maine,      Housing and utilities,7069
2017,Maine,      Health care,7812
2017,Maryland,      Clothing and footwear,1192
2017,Maryland,      Gasoline and other energy goods,852
2017,Maryland,    Household consumption expenditures (for services),30673
2017,Maryland,      Housing and utilities,10297
2017,Maryland,      Health care,7323
2017,Massachusetts,      Clothing and footwear,1329
2017,Massachusetts,      Gasoline and other energy goods,868
2017,Massachusetts,    Household consumption expenditures (for services),35339
2017,Massachusetts,      Housing and utilities,9852
2017,Massachusetts,      Health care,8855
2017,Michigan,      Clothing and footwear,978
2017,Michigan,      Gasoline and other energy goods,979
2017,Michigan,    Household consumption expenditures (for services),24548
2017,Michigan,      Housing and utilities,6658
2017,Michigan,      Health care,6755
2017,Minnesota,      Clothing and footwear,1141
2017,Minnesota,      Gasoline and other energy goods,1087
2017,Minnesota,    Household consumption expenditures (for services),29078
2017,Minnesota,      Housing and utilities,7845
2017,Minnesota,      Health care,8001
2017,Mississippi,      Clothing and footwear,950
2017,Mississippi,      Gasoline and other energy goods,1054
2017,Mississippi,    Household consumption expenditures (for services),18451
2017,Mississippi,      Housing and utilities,5157
2017,Mississippi,      Health care,5954
2017,Missouri,      Clothing and footwear,963
2017,Missouri,      Gasoline and other energy goods,1300
2017,Missouri,    Household consumption expenditures (for services),24748
2017,Missouri,      Housing and utilities,6270
2017,Missouri,      Health care,7024
2017,Montana,      Clothing and footwear,909
2017,Montana,      Gasoline and other energy goods,1212
2017,Montana,    Household consumption expenditures (for services),24087
2017,Montana,      Housing and utilities,6448
2017,Montana,      Health care,7305
2017,Nebraska,      Clothing and footwear,969
2017,Nebraska,      Gasoline and other energy goods,1374
2017,Nebraska,    Household consumption expenditures (for services),25251
2017,Nebraska,      Housing and utilities,6241
2017,Nebraska,      Health care,7200
